,ResponseType,IPAddress,DurationS,Latitude,Longitude,Ocupacao,Estado ,Regiao,Hectares ,Culturas,Ano,Irrigado,SPD,BeneficioSPD,Cobertura,CulturadeCobertura,SLP,PDProblematica,PDRGly,PDRnome,PDRHerb,PRRHerbnome,RespAplic,TreinAplic,ManejoAlternativo,AdocaodeAuxinsT
161,IP Address,200.79.191.77,505,,,"Estudante, Funcionario da propriedade rural",SP,Sudeste,80,"Feijao, Milho, Soja, Sorgo",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao,,,,,
162,IP Address,177.79.30.135,533,-15.78329468,-47.91670227,Pesquisador em empresa,GO,Centro,50,"Milho, Soja, Sorgo",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Braquiaria e crotalaria,Sim,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), buva (Conyza sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Funcionario da fazenda,Nao,Cultural,Nao
163,IP Address,177.130.19.126,855,-12.99360657,-53.52259827,Consultor,MT,Centro,20000,"Milho, Soja, CultInverno",2 (ex.: safra e safrinha),Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Brachiaria,  milheto",Sim,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), poaia-branca (Richardia brasiliensis), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,Inibidores da ACCase (ex. clethodim [Select]),"Agronomo,Funcionario da fazenda",Nao tenho certeza,Mecanico,Sim
164,IP Address,179.217.220.205,1240,-28.6499939,-53.59999847,"Agronomo, Pesquisador em empresa","MT, MS, PR, RS, SC","Centro, Sudeste ",NA,"Feijao, Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Aveia,  Nabo,  Azevem,  Ervilhaca,  Milheto,  Capim-sudão",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), capim-arroz (Echinochloa sp.), capim-branco (Chloris sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), Palmer (Amaranthus palmeri)",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select]), Inibidores da Protox (ex. fomesafen [Flex],  lactofen [Cobra])",Aplicador especialista,Sim,Cultural,Sim
165,IP Address,168.205.179.6,209,,,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT), Tecnico agricola",RS,Sul,40000,"Arroz, Citrus, Feijao, HF, Milho, Soja, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,,Sim,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.), tiririca (Cyperus sp.)",Sim,buva (Conyza sp.),Nao,,,,,
166,IP Address,177.27.75.186,358,-30.11109924,-51.31669617,Agronomo,RS,Sul,700,"Arroz, Citrus, Eucalipto, Sorgo, CultInverno, Azevem",1 (ex.: safra),Sim,Nao,,Nao,,Sim,"arroz vermelho (Oryza sativa L), picao (Bidens sp.), tiririca (Cyperus sp.), Capim anoni",Nao,,Nao,,Aplicador especialista,Sim,"Cultural,Fisico",
167,IP Address,177.83.140.95,220,-22.72740173,-47.64480591,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)",SP,Sudeste,20,Cana-de-acucar,2 (ex.: safra e safrinha),Nao,Nao,,Sim,crotalaria,Nao,corda-de-viola (Ipomoea sp.),Nao tenho certeza,,Nao tenho certeza,,Aplicador especialista,Sim,Cultural,
168,IP Address,200.18.43.6,422,-29.68330383,-53.80000305,"Estudante, Pesquisador em empresa, Produtor rural, Tecnico agricola",RS,Sul,40,Arroz,1 (ex.: safra),Sim,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo",Nao,,Nao,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.)",Nao,,Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Produtor rural,Tecnico agricola",Sim,"Cultural,Mecanico",
169,IP Address,168.205.179.6,98781,-31.76669312,-52.33329773,"Agronomo, Consultor, Tecnico agricola",RS,Sul,NA,"Arroz, Feijao, HF, Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,,,,,,,,,,,,,
170,IP Address,168.205.179.6,1069,-31.76669312,-52.33329773,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT), Tecnico agricola",RS,Sul,100000,"Arroz, Citrus, Feijao, HF, Milho, Soja, CultInverno, Pessego","3 (ex.: safra,  safrinha e cultura de inverno)",Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Azevem, Aveia preta. Mais utilizadas na minha região.",Sim,"arroz vermelho (Oryza sativa L), Azevem (Lolium sp.), capim-arroz (Echinochloa sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), tiririca (Cyperus sp.), Sagitaria montevidensis(Arroz pre germinado)",Sim,"Azevem (Lolium sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao,,"Funcionario da fazenda,Produtor rural",Nao tenho certeza,"Cultural,Fisico",Sim
171,IP Address,143.54.23.14,437,-30.03329468,-51.19999695,"Agronomo, Estudante, Produtor rural",RS,Sul,150,"Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,,Nao,buva (Conyza sp.),Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])",Produtor rural,Nao tenho certeza,Cultural,Sim
172,IP Address,131.100.244.222,1613,-29.82710266,-53.34010315,"Agronomo, Produtor rural, Pesquisador autonomo",RS,Sul,11000,"Arroz, Citrus, Milho, Soja, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Parcialmente,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,Aveia Azevem,Nao,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.), Sagitariano montevidensis",Sim,"Azevem (Lolium sp.), capim-pe-de-galinha (Eleusine indica), capim-branco (Chloris sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidor de fotossistema I (ex. Paraquate [Gramoxone])",Produtor rural,Nao,"Cultural,Fisico",Nao tenho certeza
173,IP Address,189.36.231.177,384,,,Estudante,SP,Sudeste,20,"Milho, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,buva (Conyza sp.),Nao,,,,,
174,IP Address,201.41.43.237,3409,-29.68330383,-53.80000305,"Agronomo, Consultor, Extensionista agricola, Tecnico agricola",RS,Sul,NA,"Arroz, Cana-de-acucar, HF, Soja, CultInverno",1 (ex.: safra),Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,Aveia ,Sim,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), poaia-branca (Richardia brasiliensis), losna",Sim,"buva (Conyza sp.), losna ",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da biossintese de carotenoides (ex. clomazone [Gamit],  mesotrione [Callisto]), Herbicidas mimetizadores de auxinas (ex.: 2, 4-D)","Funcionario da fazenda,Produtor rural",Sim,"Cultural,Fisico",Sim
175,IP Address,200.128.184.70,233545,-17.97790527,-43.60420227,"Agronomo, Estudante",MG,Sudeste,NA,,,,,,,,,,,,Nao,,Funcionario da fazenda,Nao tenho certeza,"Cultural,Fisico",
176,IP Address,129.93.98.17,617,,,"Agronomo, Estudante","MT, SP","Centro, Sudeste ",NA,"Algodao, Cana-de-acucar, Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Reducao na erosao do solo",Sim,Crotalaria,Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), tiririca (Cyperus sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao tenho certeza,,"Agronomo,Aplicador especialista,Funcionario da fazenda,Produtor rural",Sim,"Cultural,Mecanico",Sim
177,IP Address,186.251.207.1,4776,-20.41670227,-54.0667038,Comercial (Gerencia/ATC/RTV/MKT),MT,Centro,500000,"Algodao, Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Nao,,Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), corda-de-viola (Ipomoea sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])","Funcionario da fazenda,Produtor rural,Tecnico agricola",Sim,,Nao tenho certeza
178,IP Address,189.103.14.112,120,,,Estudante,RS,Sul,300,"Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,,,,,,,,,,,,,
179,IP Address,177.17.219.158,292,,,"Estudante, Tecnico agricola, Outro",GO,Centro,5000,Pastagem,1 (ex.: safra),Nao,Nao,,Nao,,Sim,"caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), tiririca (Cyperus sp.)",Nao tenho certeza,,Nao tenho certeza,,,,,
180,IP Address,179.88.247.218,516,-30.03329468,-51.19999695,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)",RS,Sul,10000,"Milho, Soja, Trigo, CultInverno",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Aveia,  Azevem e nabo forrageiro",Sim,"Azevem (Lolium sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), caruru (Amaranthus sp.), Rabo de Burro",Nao tenho certeza,,Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])","Funcionario da fazenda,Produtor rural",Sim,Cultural,Nao tenho certeza
181,IP Address,186.249.213.191,4349,-2.966705322,-47.48330688,Agronomo,PA,Norte,18000,"Arroz, Milho, Soja, Sorgo",2 (ex.: safra e safrinha),Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Milheto,  Sorgo forrageiro,  brachiaria ruziziensis",Nao,"capim-pe-de-galinha (Eleusine indica), corda-de-viola (Ipomoea sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.), vassourinha de botão,  guanxumas,  mata pasto (fedegoso)",Nao,,Nao,,"Agronomo,Aplicador especialista,Funcionario da fazenda",Sim,Cultural,Nao tenho certeza
182,IP Address,168.227.170.102,587,-29.11369324,-54.7335968,Tecnico agricola,RS,Sul,200,Arroz,1 (ex.: safra),Sim,Nao,,Nao,,Sim,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), Chapeu de couro",Sim,capim-pe-de-galinha (Eleusine indica),Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Produtor rural,Nao,"Fisico,Mecanico,Nenhum",
183,IP Address,187.84.55.5,442,-29.58799744,-51.34790039,Agronomo,"PR, RS, SC",Sul,NA,"Soja, Trigo, Outros",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Aveia ,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), capim-branco (Chloris sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])","Aplicador especialista,Funcionario da fazenda,Produtor rural",Sim,Cultural,Nao tenho certeza
184,IP Address,97.98.232.72,88,,,"Agronomo, Estudante","PR, RS, SP","Sul, Sudeste",NA,,,,,,,,,,,,,,,,,
185,IP Address,138.36.215.255,1169,-22.44000244,-44.32279968,"Agronomo, Extensionista agricola, Pesquisador em empresa, Produtor rural","BA, ES, MG, SP, TO","Nordeste, Sudeste, Norte",200,"Algodao, Cana-de-acucar, Eucalipto, Feijao, HF, Milho, Soja, Sorgo","3 (ex.: safra,  safrinha e cultura de inverno)",Sim,Nao,,Nao,,Nao,"capim-amargoso (Digitaria insularis), corda-de-viola (Ipomoea sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Nao tenho certeza,,Nao tenho certeza,,"Agronomo,Aplicador especialista,Funcionario da fazenda,Produtor rural,Tecnico agricola",Sim,"Cultural,Mecanico",Sim
186,IP Address,177.79.4.163,218,-19.90170288,-43.96420288,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
187,IP Address,177.179.250.126,1769,-14.8605957,-40.84269714,Agronomo,BA,Nordeste,12000,"Cafe, Outros",1 (ex.: safra),Parcialmente,Nao,,Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), picao (Bidens sp.)",Sim,buva (Conyza sp.),Sim,"Inibidor de fotossistema I (ex. Paraquate [Gramoxone]), Inibidores da glutamina sintetase (ex. Glufosinato [Liberty]), Inibidores da biossintese de carotenoides (ex. clomazone [Gamit],  mesotrione [Callisto])","Funcionario da fazenda,Tecnico agricola",Sim,"Cultural,Mecanico",
188,IP Address,170.246.69.69,456,-24.52160645,-47.86019897,"Agronomo, Estudante",SP,Sudeste,NA,Banana,1 (ex.: safra),Nao,Nao,,Nao,,Nao,"capim colchao (Digitaria sanguinalis), caruru (Amaranthus sp.), picao (Bidens sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Nao,,Nao,,Agronomo,Sim,Mecanico,
189,IP Address,177.5.109.157,1000,-15.34770203,-52.48370361,"Agronomo, Produtor rural",MT,Centro,3000,"Milho, Soja, Pastagem",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,Crotalaria spectabilis,Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), poaia-branca (Richardia brasiliensis), Outras (descreva), Erva-quente (Spermacoce latifolia)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Sim,"Inibidores da ACCase (ex. clethodim [Select]), Herbicidas mimetizadores de auxinas (ex.: 2, 4-D)","Agronomo,Funcionario da fazenda,Produtor rural",Sim,Cultural,Nao
190,IP Address,177.79.47.242,522,-19.90170288,-43.96420288,"Agronomo, Produtor rural",SP,Sudeste,7,Abacate,1 (ex.: safra),Parcialmente,Nao,,Nao,,Nao,"capim-amargoso (Digitaria insularis), capim massambara (Sorghum halepense), tiririca (Cyperus sp.)",Sim,capim-amargoso (Digitaria insularis),Nao,,Funcionario da fazenda,Sim,Mecanico,
191,IP Address,191.55.98.197,1016,-19.02330017,-48.33479309,Agronomo,MG,Sudeste,NA,"Feijao, Milho, Soja",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Sim,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), trapoeraba (Commelina sp.)",Nao,,Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Funcionario da fazenda,Produtor rural,Tecnico agricola",Sim,"Cultural,Nenhum",Sim
192,IP Address,189.58.196.39,117,-29.68330383,-53.80000305,"Agronomo, Estudante",NA,NA,NA,,,,,,,,,,,,,,,,,
193,IP Address,201.43.248.195,352,-22.21440125,-49.94850159,Professor,SP,Sudeste,NA,"Cana-de-acucar, Eucalipto",1 (ex.: safra),Nao,Parcialmente,Aumento na materia organica do solo,Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao,,Aplicador especialista,Sim,Mecanico,
194,IP Address,138.185.215.18,640,-23.18310547,-52.25450134,Agronomo,PR,Sul,150,"Milho, Soja, Mandioca",2 (ex.: safra e safrinha),Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), caruru (Amaranthus sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Funcionario da fazenda,Produtor rural",Nao,"Biologico,Cultural,Mecanico",Nao tenho certeza
195,IP Address,189.7.197.57,233,-28.26669312,-52.40000153,Agronomo,RS,Sul,NA,"Feijao, Milho, Soja, Sorgo, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Nabo,  ervilhaca,  aveia...",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Agronomo,Produtor rural",Nao tenho certeza,,
196,IP Address,177.45.223.148,165,-22.11669922,-51.36669922,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
197,IP Address,168.205.78.4,737,-12.78500366,-56.54170227,"Agronomo, Consultor",MT,Centro,10100,"Algodao, Arroz, Feijao, Milho, Soja",1 (ex.: safra),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Brachiaria ruziziensus,Sim,"capim-pe-de-galinha (Eleusine indica), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.)",Nao,,Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da Protox (ex. fomesafen [Flex],  lactofen [Cobra]), Herbicidas mimetizadores de auxinas (ex.: 2, 4-D)",Funcionario da fazenda,Sim,Cultural,Sim
198,IP Address,189.13.118.205,146,-19.90170288,-43.96420288,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
199,IP Address,177.34.246.170,635,-23.41670227,-51.91670227,"Agronomo, Produtor rural",MS,Centro,1200,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), poaia-branca (Richardia brasiliensis), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Herbicidas mimetizadores de auxinas (ex.: 2, 4-D)","Aplicador especialista,Funcionario da fazenda",Sim,Mecanico,Sim
200,IP Address,177.36.62.97,409,-18.75740051,-44.89819336,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
201,IP Address,177.191.11.147,481,-20.53999329,-47.39549255,"Agronomo, Produtor rural",GO,Centro,400,"Cana-de-acucar, Milho, Soja, Sorgo",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), capim massambara (Sorghum halepense), capim-pe-de-galinha (Eleusine indica), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), trapoeraba (Commelina sp.)",Sim,capim-amargoso (Digitaria insularis),Nao,,Funcionario da fazenda,Nao,Nenhum,Sim
202,IP Address,131.0.218.88,574,-22.83050537,-43.2191925,Produtor rural,MS,Centro,100,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), poaia-branca (Richardia brasiliensis), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Agronomo,Sim,Nenhum,Nao tenho certeza
203,IP Address,186.254.183.140,133,-3.113296509,-60.02529907,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
204,IP Address,186.208.80.11,322,-28.26669312,-52.40000153,Estudante,RS,Sul,61,"Soja, CultInverno",1 (ex.: safra),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim colchao (Digitaria sanguinalis), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.)",Sim,buva (Conyza sp.),Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])",Aplicador especialista,Sim,Cultural,Nao tenho certeza
205,IP Address,177.72.31.250,300,-24.28329468,-53.83329773,"Agronomo, Produtor rural",PR,Sul,130,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao,,Produtor rural,Sim,Mecanico,Sim
206,IP Address,168.181.188.5,302,-12.68170166,-55.69950104,"Agronomo, Produtor rural, Outro",MT,Centro,800,"Feijao, Milho, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Nao tenho certeza,,Nao tenho certeza,,Funcionario da fazenda,Sim,Nenhum,Nao
207,IP Address,138.204.80.243,135,-18.78520203,-44.41600037,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
208,IP Address,191.54.97.158,73,-18.58810425,-46.51409912,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
209,IP Address,187.37.76.196,85,-23.57330322,-46.64169312,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
